Date,Close,AdjClose,Volume,Currency
2017-06-28,2340.0,2340.0,335064,GBp
2017-06-29,2366.0,2366.0,123128,GBp
2017-06-30,2421.0,2421.0,130891,GBp
2017-07-03,2409.0,2409.0,225970,GBp
2017-07-04,2384.0,2384.0,268013,GBp
2017-07-05,2445.0,2445.0,646610,GBp
2017-07-06,2480.0,2480.0,712442,GBp
2017-07-07,2506.0,2506.0,326900,GBp
2017-07-10,2564.0,2564.0,333530,GBp
2017-07-11,2564.0,2564.0,0,GBp
2017-07-12,2580.0,2580.0,204179,GBp
2017-07-13,2580.0,2580.0,160185,GBp
2017-07-14,2572.0,2572.0,251982,GBp
2017-07-17,2612.0,2612.0,229531,GBp
2017-07-18,2588.0,2588.0,432513,GBp
2017-07-19,2671.0,2671.0,862457,GBp
2017-07-20,2612.0,2612.0,730217,GBp
2017-07-21,2563.0,2563.0,282609,GBp
2017-07-24,2531.0,2531.0,411896,GBp
2017-07-25,2556.0,2556.0,234303,GBp
2017-07-26,2599.0,2599.0,195045,GBp
2017-07-27,2606.0,2606.0,160537,GBp
2017-07-28,2614.0,2614.0,323233,GBp
2017-07-31,2603.0,2603.0,196563,GBp
2017-08-01,2672.0,2672.0,282284,GBp
2017-08-02,2670.0,2670.0,774459,GBp
2017-08-03,2727.0,2727.0,191186,GBp
2017-08-04,2824.0,2824.0,450622,GBp
2017-08-07,2852.0,2852.0,200292,GBp
2017-08-08,2820.0,2820.0,116456,GBp
2017-08-09,2808.0,2808.0,248651,GBp
2017-08-10,2739.0,2739.0,286807,GBp
2017-08-11,2760.0,2760.0,327834,GBp
2017-08-14,2802.0,2802.0,199917,GBp
2017-08-15,2932.0,2932.0,345685,GBp
2017-08-16,2888.0,2888.0,433367,GBp
2017-08-17,2866.0,2866.0,131099,GBp
2017-08-18,2850.0,2850.0,491296,GBp
2017-08-21,2860.0,2860.0,107678,GBp
2017-08-22,2893.0,2893.0,155430,GBp
2017-08-23,2900.0,2900.0,154376,GBp
2017-08-24,2920.0,2920.0,234649,GBp
2017-08-25,2942.0,2942.0,130982,GBp
2017-08-29,2938.0,2938.0,143514,GBp
2017-08-30,2915.0,2915.0,120642,GBp
2017-08-31,2945.0,2945.0,114614,GBp
2017-09-01,2954.0,2954.0,179737,GBp
2017-09-04,2952.0,2952.0,178140,GBp
2017-09-05,2917.0,2917.0,208478,GBp
2017-09-06,2903.0,2903.0,303079,GBp
2017-09-07,2850.0,2850.0,213831,GBp
2017-09-08,2868.0,2868.0,282928,GBp
2017-09-11,2930.0,2930.0,167541,GBp
2017-09-12,2900.0,2900.0,161700,GBp
2017-09-13,2888.0,2888.0,242064,GBp
2017-09-14,2828.0,2828.0,280073,GBp
2017-09-15,2849.0,2849.0,503918,GBp
2017-09-18,2799.0,2799.0,183655,GBp
2017-09-19,2863.0,2863.0,177714,GBp
2017-09-20,2887.0,2887.0,155887,GBp
2017-09-21,2843.0,2843.0,118048,GBp
2017-09-22,2830.0,2830.0,85883,GBp
2017-09-25,2813.0,2813.0,84196,GBp
2017-09-26,2837.0,2837.0,147839,GBp
2017-09-27,2814.0,2814.0,245526,GBp
2017-09-28,2848.0,2848.0,113871,GBp
2017-09-29,2861.0,2861.0,162901,GBp
2017-10-02,3000.0,3000.0,627962,GBp
2017-10-03,3084.0,3084.0,285139,GBp
2017-10-04,3121.0,3121.0,230094,GBp
2017-10-05,3133.0,3133.0,142253,GBp
2017-10-06,3155.0,3155.0,319570,GBp
2017-10-09,3111.0,3111.0,287350,GBp
2017-10-10,3112.0,3112.0,229164,GBp
2017-10-11,3164.0,3164.0,227402,GBp
2017-10-12,3302.0,3302.0,359629,GBp
2017-10-13,3310.0,3310.0,369847,GBp
2017-10-16,3237.0,3237.0,207381,GBp
2017-10-17,3243.0,3243.0,343380,GBp
2017-10-18,3302.0,3302.0,116919,GBp
2017-10-19,3255.0,3255.0,203205,GBp
2017-10-20,3265.0,3265.0,186719,GBp
2017-10-23,3258.0,3258.0,119589,GBp
2017-10-24,3233.0,3233.0,122192,GBp
2017-10-25,3282.0,3282.0,209748,GBp
2017-10-26,3263.0,3263.0,217600,GBp
2017-10-27,3179.0,3179.0,293573,GBp
2017-10-30,3159.0,3159.0,233576,GBp
2017-10-31,3275.0,3275.0,258276,GBp
2017-11-01,3351.0,3351.0,305483,GBp
2017-11-02,3269.0,3269.0,177244,GBp
2017-11-03,3282.0,3282.0,210862,GBp
2017-11-06,3358.0,3358.0,318706,GBp
2017-11-07,3335.0,3335.0,359631,GBp
2017-11-08,3024.0,3024.0,1056624,GBp
2017-11-09,3103.0,3103.0,669665,GBp
2017-11-10,3137.0,3137.0,327399,GBp
2017-11-13,3124.0,3124.0,211808,GBp
2017-11-14,3165.0,3165.0,367142,GBp
2017-11-15,3152.0,3152.0,226584,GBp
2017-11-16,3200.0,3200.0,198853,GBp
2017-11-17,3189.0,3189.0,129404,GBp
2017-11-20,3168.0,3168.0,123314,GBp
2017-11-21,3230.0,3230.0,305940,GBp
2017-11-22,3228.0,3228.0,154746,GBp
2017-11-23,3228.0,3228.0,93925,GBp
2017-11-24,3252.0,3252.0,123460,GBp
2017-11-27,3260.0,3260.0,149194,GBp
2017-11-28,3320.0,3320.0,348577,GBp
2017-11-29,3340.0,3340.0,221388,GBp
2017-11-30,3344.0,3344.0,217963,GBp
2017-12-01,3456.0,3456.0,452180,GBp
2017-12-04,3520.0,3520.0,351716,GBp
2017-12-05,3555.0,3555.0,358647,GBp
2017-12-06,3440.0,3440.0,279116,GBp
2017-12-07,3413.0,3413.0,306221,GBp
