Date,Close,AdjClose,Volume,Currency
2024-07-09,393.8909912109375,393.8909912109375,0.0,HUF
2024-07-10,393.26800537109375,393.26800537109375,0.0,HUF
2024-07-11,393.5329895019531,393.5329895019531,0.0,HUF
2024-07-14,392.0929870605469,392.0929870605469,0.0,HUF
2024-07-15,391.0639953613281,391.0639953613281,0.0,HUF
2024-07-16,391.9419860839844,391.9419860839844,0.0,HUF
2024-07-17,390.8009948730469,390.8009948730469,0.0,HUF
2024-07-18,390.52398681640625,390.52398681640625,0.0,HUF
2024-07-21,390.38299560546875,390.38299560546875,0.0,HUF
2024-07-22,389.24798583984375,389.24798583984375,0.0,HUF
2024-07-23,390.0710144042969,390.0710144042969,0.0,HUF
2024-07-24,393.2250061035156,393.2250061035156,0.0,HUF
2024-07-25,392.239013671875,392.239013671875,0.0,HUF
2024-07-28,390.55499267578125,390.55499267578125,0.0,HUF
2024-07-29,392.7070007324219,392.7070007324219,0.0,HUF
2024-07-30,394.9389953613281,394.9389953613281,0.0,HUF
2024-07-31,393.6929931640625,393.6929931640625,0.0,HUF
2024-08-01,395.968994140625,395.968994140625,0.0,HUF
2024-08-04,397.59100341796875,397.59100341796875,0.0,HUF
2024-08-05,396.28399658203125,396.28399658203125,0.0,HUF
2024-08-06,397.6700134277344,397.6700134277344,0.0,HUF
2024-08-07,397.1659851074219,397.1659851074219,0.0,HUF
2024-08-08,395.77801513671875,395.77801513671875,0.0,HUF
2024-08-11,394.0299987792969,394.0299987792969,0.0,HUF
2024-08-12,393.760986328125,393.760986328125,0.0,HUF
2024-08-13,393.1679992675781,393.1679992675781,0.0,HUF
2024-08-14,394.89801025390625,394.89801025390625,0.0,HUF
2024-08-15,395.3659973144531,395.3659973144531,0.0,HUF
2024-08-18,394.65301513671875,394.65301513671875,0.0,HUF
2024-08-19,393.9289855957031,393.9289855957031,0.0,HUF
2024-08-20,392.9020080566406,392.9020080566406,0.0,HUF
2024-08-21,392.4259948730469,392.4259948730469,0.0,HUF
2024-08-22,393.2080078125,393.2080078125,0.0,HUF
2024-08-25,393.2080078125,393.2080078125,0.0,HUF
2024-08-26,394.0320129394531,394.0320129394531,0.0,HUF
2024-08-27,392.6409912109375,392.6409912109375,0.0,HUF
2024-08-28,393.3420104980469,393.3420104980469,0.0,HUF
2024-08-29,392.4830017089844,392.4830017089844,0.0,HUF
2024-09-01,392.5429992675781,392.5429992675781,0.0,HUF
2024-09-02,392.3320007324219,392.3320007324219,0.0,HUF
2024-09-03,393.5920104980469,393.5920104980469,0.0,HUF
2024-09-04,392.87200927734375,392.87200927734375,0.0,HUF
2024-09-05,392.9939880371094,392.9939880371094,0.0,HUF
2024-09-08,393.57000732421875,393.57000732421875,0.0,HUF
2024-09-09,396.51300048828125,396.51300048828125,0.0,HUF
2024-09-10,396.6910095214844,396.6910095214844,0.0,HUF
2024-09-11,395.63800048828125,395.63800048828125,0.0,HUF
2024-09-12,395.1470031738281,395.1470031738281,0.0,HUF
2024-09-15,394.76300048828125,394.76300048828125,0.0,HUF
2024-09-16,394.2080078125,394.2080078125,0.0,HUF
2024-09-17,394.4010009765625,394.4010009765625,0.0,HUF
2024-09-18,394.1619873046875,394.1619873046875,0.0,HUF
2024-09-19,394.0119934082031,394.0119934082031,0.0,HUF
2024-09-22,392.86700439453125,392.86700439453125,0.0,HUF
2024-09-23,394.5329895019531,394.5329895019531,0.0,HUF
2024-09-24,394.1860046386719,394.1860046386719,0.0,HUF
2024-09-25,394.9219970703125,394.9219970703125,0.0,HUF
2024-09-26,395.64801025390625,395.64801025390625,0.0,HUF
2024-09-29,396.5400085449219,396.5400085449219,0.0,HUF
2024-09-30,396.6759948730469,396.6759948730469,0.0,HUF
2024-10-01,397.6860046386719,397.6860046386719,0.0,HUF
2024-10-02,399.8349914550781,399.8349914550781,0.0,HUF
2024-10-03,401.3919982910156,401.3919982910156,0.0,HUF
2024-10-06,400.9840087890625,400.9840087890625,0.0,HUF
2024-10-07,401.7099914550781,401.7099914550781,0.0,HUF
2024-10-08,399.1910095214844,399.1910095214844,0.0,HUF
2024-10-09,398.7560119628906,398.7560119628906,0.0,HUF
2024-10-10,401.03399658203125,401.03399658203125,0.0,HUF
2024-10-13,401.33599853515625,401.33599853515625,0.0,HUF
2024-10-14,400.5320129394531,400.5320129394531,0.0,HUF
2024-10-15,399.8869934082031,399.8869934082031,0.0,HUF
2024-10-16,401.0060119628906,401.0060119628906,0.0,HUF
2024-10-17,399.9570007324219,399.9570007324219,0.0,HUF
2024-10-20,400.3330078125,400.3330078125,0.0,HUF
2024-10-21,401.1210021972656,401.1210021972656,0.0,HUF
2024-10-22,400.0299987792969,400.0299987792969,0.0,HUF
2024-10-23,402.8370056152344,402.8370056152344,0.0,HUF
2024-10-24,402.8340148925781,402.8340148925781,0.0,HUF
2024-10-28,403.3999938964844,403.3999938964844,0.0,HUF
2024-10-29,403.75299072265625,403.75299072265625,0.0,HUF
2024-10-30,405.02398681640625,405.02398681640625,0.0,HUF
2024-10-31,407.59100341796875,407.59100341796875,0.0,HUF
2024-11-01,408.24798583984375,408.24798583984375,0.0,HUF
2024-11-04,407.2460021972656,407.2460021972656,0.0,HUF
2024-11-05,407.76300048828125,407.76300048828125,0.0,HUF
2024-11-06,407.84100341796875,407.84100341796875,0.0,HUF
2024-11-07,409.2409973144531,409.2409973144531,0.0,HUF
2024-11-08,404.39898681640625,404.39898681640625,0.0,HUF
2024-11-11,406.48199462890625,406.48199462890625,0.0,HUF
2024-11-12,409.7860107421875,409.7860107421875,0.0,HUF
2024-11-13,410.6289978027344,410.6289978027344,0.0,HUF
2024-11-14,407.5400085449219,407.5400085449219,0.0,HUF
2024-11-15,406.1520080566406,406.1520080566406,0.0,HUF
2024-11-18,406.8890075683594,406.8890075683594,0.0,HUF
2024-11-19,406.0610046386719,406.0610046386719,0.0,HUF
2024-11-20,407.9460144042969,407.9460144042969,0.0,HUF
2024-11-21,409.4280090332031,409.4280090332031,0.0,HUF
2024-11-22,410.6809997558594,410.6809997558594,0.0,HUF
2024-11-25,411.0320129394531,411.0320129394531,0.0,HUF
2024-11-26,409.1910095214844,409.1910095214844,0.0,HUF
2024-11-27,410.2080078125,410.2080078125,0.0,HUF
2024-11-28,412.0639953613281,412.0639953613281,0.0,HUF
2024-11-29,412.3819885253906,412.3819885253906,0.0,HUF
2024-12-02,412.1050109863281,412.1050109863281,0.0,HUF
2024-12-03,414.3030090332031,414.3030090332031,0.0,HUF
2024-12-04,414.3559875488281,414.3559875488281,0.0,HUF
2024-12-05,413.0530090332031,413.0530090332031,0.0,HUF
2024-12-06,412.32598876953125,412.32598876953125,0.0,HUF
2024-12-09,413.5429992675781,413.5429992675781,0.0,HUF
2024-12-10,410.6679992675781,410.6679992675781,0.0,HUF
2024-12-11,409.9129943847656,409.9129943847656,0.0,HUF
2024-12-12,409.48699951171875,409.48699951171875,0.0,HUF
2024-12-13,408.88299560546875,408.88299560546875,0.0,HUF
2024-12-16,408.42401123046875,408.42401123046875,0.0,HUF
2024-12-17,408.7070007324219,408.7070007324219,0.0,HUF
2024-12-18,409.1319885253906,409.1319885253906,0.0,HUF
2024-12-19,412.9259948730469,412.9259948730469,0.0,HUF
2024-12-20,414.4800109863281,414.4800109863281,0.0,HUF
2024-12-23,413.54901123046875,413.54901123046875,0.0,HUF
2024-12-24,412.1839904785156,412.1839904785156,0.0,HUF
2024-12-25,409.9540100097656,409.9540100097656,0.0,HUF
2024-12-26,409.7239990234375,409.7239990234375,0.0,HUF
2024-12-27,410.07501220703125,410.07501220703125,0.0,HUF
2024-12-30,410.3800048828125,410.3800048828125,0.0,HUF
2024-12-31,411.0039978027344,411.0039978027344,0.0,HUF
2025-01-02,410.28399658203125,410.28399658203125,0.0,HUF
2025-01-03,412.46600341796875,412.46600341796875,0.0,HUF
2025-01-06,414.7820129394531,414.7820129394531,0.0,HUF
2025-01-07,415.63800048828125,415.63800048828125,0.0,HUF
