datetime,pm2_5,pm10,nitrogen_dioxide,ozone,temperature,humidity,wind_speed,precipitation,total_ridership,hour,day_of_week,month,is_weekend
2024-06-01 00:00:00,9.1,13.0,27.5,45.0,19.8,45,11.7,0.0,41936.0,0,5,6,1
2024-06-01 01:00:00,9.3,13.3,27.3,44.0,18.1,51,9.6,0.0,19126.0,1,5,6,1
2024-06-01 02:00:00,8.9,12.7,26.8,42.0,17.2,57,11.0,0.0,10526.0,2,5,6,1
2024-06-01 03:00:00,8.4,12.0,25.5,42.0,17.2,49,13.8,0.0,8130.0,3,5,6,1
2024-06-01 04:00:00,7.8,11.1,22.5,44.0,15.9,52,10.4,0.0,11473.0,4,5,6,1
2024-06-01 05:00:00,7.2,10.2,18.7,48.0,14.4,58,9.2,0.0,24316.0,5,5,6,1
2024-06-01 06:00:00,6.3,8.9,15.4,52.0,13.7,61,8.9,0.0,48141.0,6,5,6,1
2024-06-01 07:00:00,5.6,7.9,13.1,55.0,13.1,63,8.7,0.0,72012.0,7,5,6,1
2024-06-01 08:00:00,5.1,7.3,11.3,58.0,13.2,61,10.3,0.0,90513.0,8,5,6,1
2024-06-01 09:00:00,5.1,7.2,10.3,60.0,13.6,57,11.7,0.0,108208.0,9,5,6,1
2024-06-01 10:00:00,5.6,8.0,10.5,59.0,14.3,56,13.9,0.0,122678.0,10,5,6,1
2024-06-01 11:00:00,6.8,9.7,11.5,56.0,16.2,54,16.0,0.0,136845.0,11,5,6,1
2024-06-01 12:00:00,9.4,13.5,11.4,60.0,18.5,52,13.0,0.0,155529.0,12,5,6,1
2024-06-01 13:00:00,12.2,17.5,11.0,69.0,20.5,47,14.0,0.0,172245.0,13,5,6,1
2024-06-01 14:00:00,13.5,19.3,10.5,81.0,22.4,43,14.3,0.0,180180.0,14,5,6,1
2024-06-01 15:00:00,13.1,18.7,9.5,91.0,24.2,39,10.8,0.0,181696.0,15,5,6,1
2024-06-01 16:00:00,11.0,15.7,7.8,97.0,25.7,34,8.7,0.0,183050.0,16,5,6,1
2024-06-01 17:00:00,7.8,11.1,5.6,102.0,26.9,30,8.1,0.0,186760.0,17,5,6,1
2024-06-01 18:00:00,6.8,9.7,4.2,105.0,27.5,28,8.9,0.0,173931.0,18,5,6,1
2024-06-01 19:00:00,6.8,9.8,2.5,109.0,28.0,27,11.3,0.0,151643.0,19,5,6,1
2024-06-01 20:00:00,6.9,10.0,1.4,113.0,28.1,27,13.8,0.0,118904.0,20,5,6,1
2024-06-01 21:00:00,7.2,10.4,5.1,108.0,28.1,27,13.4,0.0,103757.0,21,5,6,1
2024-06-01 22:00:00,8.6,12.4,18.1,88.0,27.6,30,6.8,0.0,101322.0,22,5,6,1
2024-06-01 23:00:00,13.8,19.7,35.8,60.0,25.2,43,4.9,0.0,72384.0,23,5,6,1
2024-06-02 00:00:00,28.3,40.4,65.5,27.0,22.0,56,10.7,0.0,38542.0,0,6,6,1
2024-06-02 01:00:00,29.1,41.6,69.3,21.0,20.8,44,10.6,0.0,19785.0,1,6,6,1
2024-06-02 02:00:00,29.0,41.4,74.3,12.0,20.0,41,9.7,0.0,11511.0,2,6,6,1
2024-06-02 03:00:00,29.7,42.4,75.9,7.0,19.0,43,9.4,0.0,7904.0,3,6,6,1
2024-06-02 04:00:00,29.3,41.8,71.6,7.0,17.5,50,9.4,0.0,9862.0,4,6,6,1
2024-06-02 05:00:00,28.3,40.5,63.9,11.0,15.7,60,9.7,0.0,17625.0,5,6,6,1
2024-06-02 06:00:00,26.0,37.0,55.7,16.0,15.6,59,9.0,0.0,32712.0,6,6,6,1
2024-06-02 07:00:00,23.5,33.4,47.1,23.0,15.2,56,10.6,0.0,48121.0,7,6,6,1
2024-06-02 08:00:00,20.7,29.6,38.0,33.0,14.8,57,9.4,0.0,65362.0,8,6,6,1
2024-06-02 09:00:00,18.9,27.1,31.1,39.0,14.2,62,8.7,0.0,87131.0,9,6,6,1
2024-06-02 10:00:00,18.3,26.2,28.1,39.0,14.6,67,7.9,0.0,107073.0,10,6,6,1
2024-06-02 11:00:00,18.6,26.5,27.3,36.0,16.4,65,10.3,0.0,122012.0,11,6,6,1
2024-06-02 12:00:00,20.3,29.0,24.7,43.0,18.5,62,7.8,0.0,138190.0,12,6,6,1
2024-06-02 13:00:00,22.4,32.0,22.6,64.0,20.6,58,7.8,0.0,149861.0,13,6,6,1
2024-06-02 14:00:00,23.5,33.5,19.7,92.0,23.0,53,7.3,0.0,158597.0,14,6,6,1
2024-06-02 15:00:00,22.2,31.7,16.9,115.0,25.4,46,7.5,0.0,161827.0,15,6,6,1
2024-06-02 16:00:00,16.7,23.9,14.0,126.0,26.9,37,12.5,0.0,163453.0,16,6,6,1
2024-06-02 17:00:00,15.4,22.1,11.2,132.0,27.2,37,14.8,0.0,153828.0,17,6,6,1
2024-06-02 18:00:00,15.3,21.8,10.4,134.0,27.3,39,15.2,0.0,135598.0,18,6,6,1
2024-06-02 19:00:00,16.6,23.7,12.2,134.0,26.4,48,18.8,0.0,109300.0,19,6,6,1
2024-06-02 20:00:00,19.6,28.0,16.0,131.0,25.6,50,21.3,0.0,91796.0,20,6,6,1
2024-06-02 21:00:00,20.5,29.3,21.8,123.0,25.2,57,17.7,0.0,79900.0,21,6,6,1
2024-06-02 22:00:00,21.5,30.9,32.0,108.0,25.6,58,11.6,0.0,60450.0,22,6,6,1
2024-06-02 23:00:00,23.8,34.1,44.2,89.0,25.2,43,9.4,0.0,35910.0,23,6,6,1
2024-06-03 00:00:00,28.6,41.2,50.1,66.0,22.9,56,6.1,0.0,17699.0,0,0,6,0
2024-06-03 01:00:00,28.2,40.5,49.6,60.0,21.6,67,6.8,0.0,7661.0,1,0,6,0
2024-06-03 02:00:00,26.6,38.1,48.5,51.0,20.7,79,7.4,0.0,4957.0,2,0,6,0
2024-06-03 03:00:00,24.5,35.0,45.6,47.0,19.9,83,6.1,0.0,6004.0,3,0,6,0
2024-06-03 04:00:00,22.9,32.8,38.9,51.0,20.5,72,8.1,0.0,17997.0,4,0,6,0
2024-06-03 05:00:00,21.9,31.4,30.4,60.0,19.6,73,8.2,0.0,67030.0,5,0,6,0
2024-06-03 06:00:00,21.7,31.4,23.8,66.0,18.5,81,6.4,0.0,150964.0,6,0,6,0
2024-06-03 07:00:00,22.6,32.8,20.9,67.0,18.6,82,4.3,0.0,302917.0,7,0,6,0
2024-06-03 08:00:00,24.0,34.8,20.0,65.0,18.2,85,4.8,0.0,357226.0,8,0,6,0
2024-06-03 09:00:00,24.7,35.9,20.3,62.0,17.8,88,5.6,0.0,213239.0,9,0,6,0
2024-06-03 10:00:00,25.7,37.4,22.6,54.0,17.5,90,7.7,0.0,145461.0,10,0,6,0
2024-06-03 11:00:00,26.7,38.4,26.0,45.0,19.0,87,9.2,0.0,135302.0,11,0,6,0
2024-06-03 12:00:00,19.8,28.6,24.3,52.0,21.1,76,7.6,0.0,144237.0,12,0,6,0
2024-06-03 13:00:00,20.8,30.2,20.4,74.0,24.0,58,9.0,0.0,164629.0,13,0,6,0
2024-06-03 14:00:00,18.5,26.6,15.1,105.0,25.8,52,6.8,0.0,206499.0,14,0,6,0
2024-06-03 15:00:00,14.9,21.4,10.7,131.0,27.0,47,4.7,0.0,265193.0,15,0,6,0
2024-06-03 16:00:00,13.1,18.7,8.2,146.0,28.1,44,6.6,0.0,304810.0,16,0,6,0
2024-06-03 17:00:00,12.5,17.9,6.8,156.0,29.2,43,8.0,0.0,369102.0,17,0,6,0
2024-06-03 18:00:00,12.6,18.0,6.3,164.0,30.0,41,8.0,0.0,273209.0,18,0,6,0
2024-06-03 19:00:00,13.2,18.9,6.0,172.0,30.0,40,6.4,0.0,172424.0,19,0,6,0
2024-06-03 20:00:00,14.0,20.1,6.6,178.0,29.6,42,7.9,0.0,128362.0,20,0,6,0
2024-06-03 21:00:00,15.9,22.8,10.8,175.0,28.2,49,12.1,0.1,97728.0,21,0,6,0
2024-06-03 22:00:00,21.7,31.2,21.1,159.0,27.0,52,15.2,0.1,71196.0,22,0,6,0
2024-06-03 23:00:00,25.7,36.9,35.0,135.0,26.1,55,10.9,0.0,42531.0,23,0,6,0
2024-06-04 00:00:00,37.4,53.7,64.0,100.0,24.2,61,7.3,0.0,22063.0,0,1,6,0
2024-06-04 01:00:00,38.1,54.6,62.2,91.0,22.6,65,6.8,0.0,8097.0,1,1,6,0
2024-06-04 02:00:00,35.4,50.8,59.7,79.0,22.3,67,6.1,0.0,5270.0,2,1,6,0
2024-06-04 03:00:00,35.0,50.2,58.2,67.0,22.5,66,2.5,0.0,6438.0,3,1,6,0
2024-06-04 04:00:00,36.2,51.8,58.9,55.0,19.5,83,4.6,0.0,18675.0,4,1,6,0
2024-06-04 05:00:00,37.1,53.3,60.5,43.0,18.2,91,6.2,0.0,70180.0,5,1,6,0
2024-06-04 06:00:00,38.1,54.6,61.1,33.0,17.6,94,6.0,0.0,155179.0,6,1,6,0
2024-06-04 07:00:00,38.8,55.6,60.6,24.0,18.5,87,2.9,0.0,302557.0,7,1,6,0
2024-06-04 08:00:00,38.2,54.8,59.0,17.0,17.1,93,3.7,0.0,402772.0,8,1,6,0
2024-06-04 09:00:00,35.7,51.1,55.1,17.0,16.5,96,5.5,0.0,248247.0,9,1,6,0
2024-06-04 10:00:00,31.5,45.2,46.7,29.0,16.7,97,4.8,0.0,161123.0,10,1,6,0
2024-06-04 11:00:00,27.0,38.8,35.8,49.0,18.9,86,7.7,0.0,151533.0,11,1,6,0
2024-06-04 12:00:00,23.0,33.3,23.9,77.0,21.1,77,5.9,0.0,160625.0,12,1,6,0
2024-06-04 13:00:00,22.9,33.3,23.0,87.0,23.1,71,8.0,0.0,175883.0,13,1,6,0
2024-06-04 14:00:00,21.5,31.4,21.6,101.0,24.1,69,11.1,0.0,210228.0,14,1,6,0
2024-06-04 15:00:00,18.5,27.2,19.8,114.0,24.6,65,13.4,0.0,265749.0,15,1,6,0
2024-06-04 16:00:00,16.4,24.2,16.9,124.0,24.9,63,14.7,0.0,326682.0,16,1,6,0
2024-06-04 17:00:00,14.6,21.7,13.6,132.0,25.4,59,16.3,0.0,429465.0,17,1,6,0
2024-06-04 18:00:00,13.4,20.0,11.5,136.0,25.6,56,14.7,0.0,317688.0,18,1,6,0
2024-06-04 19:00:00,12.4,18.6,11.3,133.0,25.6,56,15.2,0.0,192474.0,19,1,6,0
2024-06-04 20:00:00,11.8,17.8,12.4,125.0,25.0,57,15.9,0.0,145425.0,20,1,6,0
2024-06-04 21:00:00,11.7,17.8,14.8,116.0,23.8,60,16.8,0.0,126087.0,21,1,6,0
2024-06-04 22:00:00,12.1,18.5,19.2,104.0,22.1,65,18.0,0.0,87357.0,22,1,6,0
2024-06-04 23:00:00,12.4,19.0,24.8,91.0,20.4,74,18.4,0.0,48344.0,23,1,6,0
2024-06-05 00:00:00,16.9,26.4,34.5,77.0,18.9,82,15.3,0.0,23664.0,0,2,6,0
2024-06-05 01:00:00,16.5,26.0,34.4,74.0,17.9,87,7.7,0.0,8808.0,1,2,6,0
2024-06-05 02:00:00,16.1,25.3,34.3,70.0,17.0,93,8.2,0.0,5452.0,2,2,6,0
2024-06-05 03:00:00,16.4,25.4,33.9,67.0,16.6,96,6.7,0.0,6561.0,3,2,6,0
2024-06-05 04:00:00,17.0,25.7,33.0,66.0,16.0,98,5.1,0.0,18704.0,4,2,6,0
2024-06-05 05:00:00,17.1,25.7,31.8,66.0,15.2,99,7.9,0.0,70187.0,5,2,6,0
2024-06-05 06:00:00,16.5,24.9,30.6,65.0,15.2,99,6.6,0.0,157725.0,6,2,6,0
2024-06-05 07:00:00,16.1,24.0,29.4,64.0,14.7,99,8.4,0.0,317084.0,7,2,6,0
2024-06-05 08:00:00,15.5,23.2,28.1,62.0,16.1,97,4.6,0.0,408879.0,8,2,6,0
2024-06-05 09:00:00,15.5,23.0,27.1,61.0,16.0,98,3.4,0.0,252632.0,9,2,6,0
2024-06-05 10:00:00,16.5,24.6,26.6,61.0,15.7,98,2.5,0.0,163317.0,10,2,6,0
2024-06-05 11:00:00,16.4,24.7,26.4,62.0,17.1,95,6.2,0.0,149022.0,11,2,6,0
2024-06-05 12:00:00,19.8,30.9,23.3,68.0,18.0,94,6.4,0.0,159468.0,12,2,6,0
2024-06-05 13:00:00,20.0,31.2,22.5,73.0,20.1,86,5.8,0.0,180064.0,13,2,6,0
2024-06-05 14:00:00,18.3,28.9,21.3,81.0,21.0,85,7.4,0.0,221915.0,14,2,6,0
2024-06-05 15:00:00,15.6,25.1,19.4,90.0,22.4,81,9.1,0.1,277651.0,15,2,6,0
2024-06-05 16:00:00,14.4,23.5,16.0,101.0,24.6,70,12.6,0.0,334818.0,16,2,6,0
2024-06-05 17:00:00,12.3,20.3,11.8,112.0,26.0,63,13.7,0.0,431263.0,17,2,6,0
2024-06-05 18:00:00,10.2,16.9,9.2,118.0,26.2,62,16.9,0.0,316266.0,18,2,6,0
2024-06-05 19:00:00,8.8,14.4,8.8,114.0,25.0,70,22.8,0.0,192772.0,19,2,6,0
2024-06-05 20:00:00,9.5,15.1,9.9,105.0,24.6,73,23.6,0.1,144800.0,20,2,6,0
2024-06-05 21:00:00,8.0,12.4,12.3,96.0,24.0,76,22.1,0.0,122604.0,21,2,6,0
2024-06-05 22:00:00,7.7,11.6,16.8,87.0,23.4,79,20.0,0.0,94075.0,22,2,6,0
2024-06-05 23:00:00,8.2,12.3,22.5,78.0,23.0,80,16.3,0.0,52002.0,23,2,6,0
2024-06-06 00:00:00,8.3,12.3,25.1,64.0,21.5,88,13.1,0.0,26042.0,0,3,6,0
2024-06-06 01:00:00,10.4,15.4,27.2,60.0,20.6,95,7.6,5.2,9769.0,1,3,6,0
2024-06-06 02:00:00,11.2,16.1,29.9,56.0,20.5,96,4.1,0.5,5671.0,2,3,6,0
2024-06-06 03:00:00,11.5,16.4,29.9,56.0,20.2,97,8.1,0.7,6904.0,3,3,6,0
2024-06-06 04:00:00,10.9,15.5,24.8,65.0,20.0,98,8.2,0.2,17538.0,4,3,6,0
2024-06-06 05:00:00,10.2,14.5,17.0,78.0,19.6,98,16.6,0.2,64428.0,5,3,6,0
2024-06-06 06:00:00,8.2,11.6,11.2,87.0,19.4,98,13.6,3.3,139243.0,6,3,6,0
2024-06-06 07:00:00,7.1,10.0,9.2,86.0,19.5,97,20.8,2.9,259011.0,7,3,6,0
2024-06-06 08:00:00,7.1,10.0,9.2,81.0,20.1,95,32.8,11.5,353941.0,8,3,6,0
2024-06-06 09:00:00,8.6,12.1,9.9,74.0,20.2,95,29.3,0.6,239097.0,9,3,6,0
2024-06-06 10:00:00,9.9,13.9,11.8,64.0,19.7,96,15.2,0.0,161584.0,10,3,6,0
2024-06-06 11:00:00,10.4,14.6,14.5,54.0,20.3,94,11.9,0.0,148885.0,11,3,6,0
2024-06-06 12:00:00,8.4,12.0,21.1,41.0,21.5,90,9.4,0.0,157602.0,12,3,6,0
2024-06-06 13:00:00,9.5,13.6,17.8,57.0,24.1,84,14.4,0.7,173047.0,13,3,6,0
2024-06-06 14:00:00,12.3,17.5,13.3,79.0,25.4,78,13.9,0.1,202318.0,14,3,6,0
2024-06-06 15:00:00,10.7,15.3,10.3,95.0,27.0,70,10.0,0.1,258700.0,15,3,6,0
2024-06-06 16:00:00,10.1,14.5,10.4,98.0,27.8,67,10.9,0.1,308029.0,16,3,6,0
2024-06-06 17:00:00,12.4,17.9,12.1,94.0,27.0,71,13.0,0.3,388293.0,17,3,6,0
2024-06-06 18:00:00,13.3,19.0,13.2,95.0,24.9,81,8.6,3.0,294835.0,18,3,6,0
2024-06-06 19:00:00,13.4,19.1,11.8,107.0,25.9,77,10.0,3.8,188212.0,19,3,6,0
2024-06-06 20:00:00,12.8,18.3,9.8,123.0,24.2,85,9.8,12.5,144515.0,20,3,6,0
2024-06-06 21:00:00,14.4,20.7,11.0,129.0,24.2,83,14.3,1.2,124652.0,21,3,6,0
2024-06-06 22:00:00,15.8,22.6,18.0,117.0,25.5,81,13.5,0.0,93111.0,22,3,6,0
2024-06-06 23:00:00,18.9,27.1,28.2,95.0,25.8,81,13.1,0.0,63169.0,23,3,6,0
2024-06-07 00:00:00,29.0,41.3,41.5,73.0,25.1,83,9.8,0.0,30568.0,0,4,6,0
2024-06-07 01:00:00,31.5,45.1,42.8,65.0,23.2,83,3.3,0.0,11881.0,1,4,6,0
2024-06-07 02:00:00,29.3,41.8,44.3,53.0,22.4,90,3.3,0.0,6999.0,2,4,6,0
2024-06-07 03:00:00,26.0,37.0,43.7,44.0,22.9,88,2.9,0.0,7376.0,3,4,6,0
2024-06-07 04:00:00,22.4,32.0,38.8,41.0,21.5,93,4.4,0.2,18236.0,4,4,6,0
2024-06-07 05:00:00,19.8,28.3,31.9,40.0,21.1,87,7.5,0.3,65162.0,5,4,6,0
2024-06-07 06:00:00,18.3,26.2,26.8,39.0,19.9,91,6.1,0.0,139059.0,6,4,6,0
2024-06-07 07:00:00,17.5,25.1,25.8,35.0,19.0,93,6.6,0.0,251662.0,7,4,6,0
2024-06-07 08:00:00,17.0,24.3,26.6,30.0,18.5,93,7.1,0.0,276243.0,8,4,6,0
2024-06-07 09:00:00,16.8,23.9,27.0,27.0,17.5,95,7.2,0.0,193896.0,9,4,6,0
2024-06-07 10:00:00,17.1,24.3,26.4,24.0,17.6,95,6.5,0.0,152865.0,10,4,6,0
2024-06-07 11:00:00,17.8,25.4,25.3,23.0,19.5,90,4.1,0.0,150786.0,11,4,6,0
2024-06-07 12:00:00,17.0,24.3,22.9,31.0,20.2,88,1.8,0.0,166889.0,12,4,6,0
2024-06-07 13:00:00,17.4,24.9,19.9,54.0,23.2,73,3.6,0.0,191869.0,13,4,6,0
2024-06-07 14:00:00,16.8,24.1,15.7,85.0,25.2,52,8.0,0.0,238543.0,14,4,6,0
2024-06-07 15:00:00,13.3,19.2,12.0,110.0,26.5,41,8.5,0.0,294288.0,15,4,6,0
2024-06-07 16:00:00,10.5,15.3,9.0,123.0,27.4,37,8.0,0.0,318497.0,16,4,6,0
2024-06-07 17:00:00,9.7,14.2,6.5,128.0,27.6,36,18.2,0.0,333979.0,17,4,6,0
2024-06-07 18:00:00,10.3,15.0,6.0,129.0,27.5,38,20.9,0.0,264845.0,18,4,6,0
2024-06-07 19:00:00,13.2,19.1,9.2,123.0,28.5,36,23.4,0.0,194420.0,19,4,6,0
2024-06-07 20:00:00,15.1,21.8,14.4,111.0,28.5,34,17.9,0.0,148953.0,20,4,6,0
2024-06-07 21:00:00,19.4,27.9,18.0,100.0,27.8,36,12.5,0.0,134004.0,21,4,6,0
2024-06-07 22:00:00,13.8,19.7,18.1,91.0,27.2,37,12.3,0.0,132457.0,22,4,6,0
2024-06-07 23:00:00,11.7,16.6,16.7,81.0,25.9,38,18.6,0.0,81995.0,23,4,6,0
2024-06-08 00:00:00,19.6,28.1,13.0,80.0,23.7,43,21.8,0.0,46980.0,0,5,6,1
2024-06-08 01:00:00,19.2,27.4,13.1,74.0,21.1,51,17.1,0.0,21982.0,1,5,6,1
2024-06-08 02:00:00,17.2,24.4,13.2,65.0,19.9,58,12.5,0.0,12608.0,2,5,6,1
2024-06-08 03:00:00,14.9,21.1,13.2,57.0,18.6,64,10.0,0.0,8908.0,3,5,6,1
2024-06-08 04:00:00,13.1,18.6,12.9,53.0,17.2,71,7.2,0.0,12392.0,4,5,6,1
2024-06-08 05:00:00,12.0,17.1,12.5,50.0,15.9,80,7.2,0.0,25387.0,5,5,6,1
2024-06-08 06:00:00,11.3,16.1,12.3,47.0,15.9,78,8.7,0.0,50054.0,6,5,6,1
2024-06-08 07:00:00,10.9,15.4,12.6,43.0,15.9,68,11.9,0.0,73778.0,7,5,6,1
2024-06-08 08:00:00,10.2,14.5,13.1,40.0,15.6,66,10.8,0.0,92389.0,8,5,6,1
2024-06-08 09:00:00,9.6,13.6,13.1,39.0,15.4,67,10.9,0.0,112739.0,9,5,6,1
2024-06-08 10:00:00,9.4,13.3,12.1,43.0,15.7,68,13.1,0.0,132834.0,10,5,6,1
2024-06-08 11:00:00,9.7,13.7,10.6,49.0,17.1,68,13.9,0.0,150196.0,11,5,6,1
2024-06-08 12:00:00,2.4,3.4,10.6,52.0,18.8,63,17.4,0.0,170451.0,12,5,6,1
2024-06-08 13:00:00,2.5,3.6,8.9,59.0,21.1,53,19.7,0.0,184398.0,13,5,6,1
2024-06-08 14:00:00,2.8,3.9,6.5,68.0,22.4,50,19.1,0.0,191691.0,14,5,6,1
2024-06-08 15:00:00,2.6,3.8,4.7,76.0,24.1,43,26.3,0.0,205502.0,15,5,6,1
2024-06-08 16:00:00,2.2,3.2,3.9,80.0,23.4,45,25.9,0.0,206166.0,16,5,6,1
2024-06-08 17:00:00,2.2,3.2,3.5,81.0,24.4,41,25.3,0.0,201717.0,17,5,6,1
2024-06-08 18:00:00,2.6,3.7,3.5,82.0,24.3,43,23.9,0.0,185508.0,18,5,6,1
2024-06-08 19:00:00,2.6,3.8,3.3,83.0,25.1,38,24.6,0.0,154304.0,19,5,6,1
2024-06-08 20:00:00,3.3,4.8,3.4,84.0,25.0,39,24.4,0.0,127417.0,20,5,6,1
2024-06-08 21:00:00,3.6,5.1,5.0,82.0,25.3,39,24.3,0.0,120171.0,21,5,6,1
2024-06-08 22:00:00,3.7,5.3,8.5,76.0,24.9,40,19.9,0.0,126170.0,22,5,6,1
2024-06-08 23:00:00,4.4,6.3,13.4,67.0,24.1,43,12.7,0.0,88556.0,23,5,6,1
2024-06-09 00:00:00,13.7,19.6,26.4,50.0,21.0,60,8.6,0.0,47728.0,0,6,6,1
2024-06-09 01:00:00,16.5,23.6,31.8,43.0,20.5,51,8.7,0.0,23361.0,1,6,6,1
2024-06-09 02:00:00,17.1,24.4,39.1,32.0,18.9,62,8.2,0.0,12898.0,2,6,6,1
2024-06-09 03:00:00,17.1,24.4,44.3,24.0,18.1,68,8.4,0.0,8843.0,3,6,6,1
2024-06-09 04:00:00,17.3,24.8,45.1,20.0,17.5,68,8.8,0.0,10620.0,4,6,6,1
2024-06-09 05:00:00,17.8,25.4,43.7,18.0,16.6,71,7.9,0.0,18239.0,5,6,6,1
2024-06-09 06:00:00,18.2,26.0,42.5,16.0,15.1,81,8.4,0.0,32918.0,6,6,6,1
2024-06-09 07:00:00,19.2,27.4,43.0,13.0,16.1,76,2.3,0.0,48111.0,7,6,6,1
2024-06-09 08:00:00,19.7,28.2,43.7,10.0,14.6,87,6.1,0.0,66994.0,8,6,6,1
2024-06-09 09:00:00,18.9,27.0,42.1,13.0,15.7,81,6.4,0.0,88129.0,9,6,6,1
2024-06-09 10:00:00,16.4,23.5,35.9,26.0,16.2,78,6.8,0.0,105021.0,10,6,6,1
2024-06-09 11:00:00,13.7,19.6,27.5,44.0,18.9,69,15.5,0.0,118362.0,11,6,6,1
2024-06-09 12:00:00,16.9,24.6,33.5,17.0,19.8,70,15.0,0.0,136806.0,12,6,6,1
2024-06-09 13:00:00,16.2,23.5,28.6,32.0,22.6,63,13.8,0.0,154029.0,13,6,6,1
2024-06-09 14:00:00,15.9,23.1,21.7,54.0,23.0,60,19.2,0.1,164458.0,14,6,6,1
2024-06-09 15:00:00,17.2,25.0,15.5,73.0,24.0,55,22.3,0.0,164889.0,15,6,6,1
2024-06-09 16:00:00,18.9,27.3,10.6,87.0,23.2,56,27.0,0.0,165893.0,16,6,6,1
2024-06-09 17:00:00,11.8,16.9,6.4,99.0,24.3,51,24.0,0.0,167686.0,17,6,6,1
2024-06-09 18:00:00,7.8,11.1,3.6,106.0,23.8,46,24.7,0.0,145045.0,18,6,6,1
2024-06-09 19:00:00,6.2,8.9,2.3,108.0,24.9,41,21.3,0.0,116747.0,19,6,6,1
2024-06-09 20:00:00,5.8,8.3,2.3,106.0,25.4,39,19.2,0.0,97108.0,20,6,6,1
2024-06-09 21:00:00,5.8,8.3,4.2,100.0,24.9,38,21.0,0.0,93790.0,21,6,6,1
2024-06-09 22:00:00,6.1,8.7,8.7,90.0,25.0,37,15.8,0.0,91055.0,22,6,6,1
2024-06-09 23:00:00,7.3,10.4,15.0,76.0,23.6,42,13.9,0.0,41291.0,23,6,6,1
2024-06-10 00:00:00,15.7,22.6,23.7,58.0,21.3,48,8.4,0.0,20106.0,0,0,6,0
2024-06-10 01:00:00,17.2,24.7,28.5,50.0,19.3,54,7.6,0.0,8442.0,1,0,6,0
2024-06-10 02:00:00,17.6,25.2,34.8,38.0,18.3,57,7.9,0.0,5352.0,2,0,6,0
2024-06-10 03:00:00,18.4,26.4,37.4,31.0,16.2,70,8.5,0.0,6440.0,3,0,6,0
2024-06-10 04:00:00,18.5,26.6,33.0,32.0,15.4,76,9.0,0.0,18556.0,4,0,6,0
2024-06-10 05:00:00,16.7,24.0,25.0,38.0,16.4,63,11.2,0.0,67648.0,5,0,6,0
2024-06-10 06:00:00,14.0,20.2,18.1,43.0,17.0,56,14.8,0.0,150074.0,6,0,6,0
2024-06-10 07:00:00,11.7,16.8,14.2,45.0,16.5,57,13.3,0.0,297625.0,7,0,6,0
2024-06-10 08:00:00,9.8,14.2,11.4,46.0,15.9,60,12.6,0.0,353779.0,8,0,6,0
2024-06-10 09:00:00,8.5,12.3,9.3,48.0,15.1,65,11.0,0.0,214899.0,9,0,6,0
2024-06-10 10:00:00,7.7,11.1,7.7,51.0,14.6,70,9.7,0.0,147501.0,10,0,6,0
2024-06-10 11:00:00,6.1,8.8,6.6,55.0,16.0,69,10.7,0.0,138056.0,11,0,6,0
2024-06-10 12:00:00,3.1,4.4,7.1,58.0,17.6,66,14.4,0.0,146681.0,12,0,6,0
2024-06-10 13:00:00,2.8,3.9,6.7,61.0,19.0,60,16.9,0.0,167074.0,13,0,6,0
2024-06-10 14:00:00,2.9,4.1,6.1,66.0,20.5,53,17.7,0.0,207608.0,14,0,6,0
2024-06-10 15:00:00,2.9,4.1,5.6,70.0,21.5,47,15.9,0.0,266491.0,15,0,6,0
2024-06-10 16:00:00,3.5,4.9,5.2,72.0,21.6,46,16.0,0.0,305894.0,16,0,6,0
2024-06-10 17:00:00,4.2,6.0,4.9,73.0,21.9,44,13.4,0.0,370363.0,17,0,6,0
2024-06-10 18:00:00,4.4,6.3,4.8,74.0,23.1,40,15.3,0.0,274504.0,18,0,6,0
2024-06-10 19:00:00,5.0,7.0,4.3,76.0,23.4,39,16.4,0.0,175134.0,19,0,6,0
2024-06-10 20:00:00,5.5,7.8,4.0,78.0,24.2,38,17.2,0.0,129298.0,20,0,6,0
2024-06-10 21:00:00,5.8,8.2,5.5,76.0,24.5,37,13.9,0.0,99774.0,21,0,6,0
2024-06-10 22:00:00,6.4,9.0,9.9,67.0,24.0,37,9.1,0.0,74545.0,22,0,6,0
2024-06-10 23:00:00,7.2,10.1,16.1,55.0,22.6,45,6.5,0.0,42804.0,23,0,6,0
2024-06-11 00:00:00,21.0,29.7,30.0,36.0,20.9,59,6.0,0.0,22260.0,0,1,6,0
2024-06-11 01:00:00,22.5,31.8,30.7,31.0,19.2,61,6.7,0.0,7977.0,1,1,6,0
2024-06-11 02:00:00,22.4,31.7,31.5,25.0,18.6,61,10.8,0.0,5262.0,2,1,6,0
2024-06-11 03:00:00,21.7,30.7,30.7,20.0,17.3,68,7.8,0.0,6493.0,3,1,6,0
2024-06-11 04:00:00,20.3,28.7,26.8,20.0,16.0,75,6.8,0.0,18953.0,4,1,6,0
2024-06-11 05:00:00,17.8,25.1,21.4,22.0,15.6,79,6.4,0.0,70810.0,5,1,6,0
2024-06-11 06:00:00,14.8,21.0,17.6,23.0,15.9,79,6.4,0.0,157444.0,6,1,6,0
2024-06-11 07:00:00,12.3,17.5,17.2,22.0,15.9,77,10.8,0.0,319479.0,7,1,6,0
